,Unnamed: 4,Case,Disposition,Penalty,description,alcohol,parking,other,off duty,year
235,,2020-21622,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )",operated a motor vehicle while under the influence of an intoxicant.  operated a department vehicle while impaired.,True,False,False,False,2020
236,,2015-14433,PLEADED GUILTY,VACATION DAYS (30 day(s) ),wrongfully used a department vehicle and department metro card for an unauthorized purpose.,False,False,True,False,2015
237,,2017-17227,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )","while off-duty,  said police officer wrongfully was involved in a vehicle collision thereby causing damage to property.",False,False,True,False,2017
238,,2017-17227,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, said police officer wrongfully refused to submit to a chemical breath test to determine his blood alcohol concentration",True,False,False,False,2017
239,,2017-17227,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol",True,False,False,False,2017
240,,2017-17227,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
241,,2010-3703,GUILTY,VACATION DAYS (25 day(s) ),wrongfully failed to report his involvment in said off-duty incident to the desk officer at the precinct of occurrence,False,False,True,False,2010
242,,2014-12697,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, did fail to remain at the scene of an accident.",False,False,True,False,2014
243,,2014-12697,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, failed and neglected to remain at the scene, of an unusal police occurrence.",False,False,True,False,2014
244,,2017-18114,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty and, did wrongfully operate a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
245,,2017-18114,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by an intoxicant",True,False,False,False,2017
246,,2017-18114,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, said police officer mancebo refused to submit to a chemical breath test",True,False,False,False,2017
247,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",failed to make proper activity log entries pertaining to a motor vehicle accident.,False,False,True,False,2017
248,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",failed to notify the communications division dispatcher that an authorized darp tow truck was needed at the scene of an  accident.,False,False,True,False,2017
249,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",failed to take police action by failing to prepare a police accident report after arriving at the scene of a vehicle collision.,False,False,True,False,2017
250,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",improperly called an unauthorized tow truck to the scene of a motor vehicle accident.,False,False,True,False,2017
251,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",permitted an unauthorized tow truck to remove a vehicle from an accident scene in violation of the darp procedures.,False,False,True,False,2017
252,,2017-18001,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )","while on duty, said police officer failed to make proper activity log entries pertaining to a motor vehicle accident",False,False,True,False,2017
253,,2016-16515,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty did obstruct a railroad crossing, by driving his vehicle onto lirr railroad tracks.",False,False,True,False,2016
254,,2016-16515,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",while off-duty refused to submit to a chemical breath test.,True,False,False,False,2016
255,,2016-16515,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",while off-duty was improperly driving his vehicle on lirr railroad tracks and caused damage to said tracks.,False,False,True,False,2016
256,,2016-16515,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",while off-duty wrongfully operated a motor vehicle while his ability was impaired by an intoxicant.,True,False,False,False,2016
257,,2016-16515,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )",while off-duty wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2016
258,,2018-18980,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, wrongfully failed to notify the radio dispatcher at the beginning, during, or the end of a pursuit.",False,False,True,False,2018
259,,2018-18980,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, wrongfully failed to terminate a vehicle pursuit.",False,False,True,False,2018
260,,2010-457,GUILTY,VACATION DAYS (10 day(s) ),wrongfully utilized a department vehicle for personal reasons.,False,False,True,False,2010
261,,2010-1186,GUILTY,VACATION DAYS (30 day(s) ),wrongfully parked her personal vehicle at an unauthorized location.,False,False,True,False,2010
262,,2017-17487,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (20 day(s) )","having been involved in an off-duty incident, said probationary police officer failed to remain at the scene of the incident and request the response of the 19th precinct patrol supervisor",False,False,True,False,2017
263,,2018-18729,GUILTY,VACATION DAYS (15 day(s) ),failed and neglected to notify the radio dispatcher at the start of a vehicle pursuit.,False,False,True,False,2018
264,,2018-18729,GUILTY,VACATION DAYS (15 day(s) ),failed and neglected to terminate the vehicle pursuit.,False,False,True,False,2018
265,,2018-18947,GUILTY,VACATION DAYS (12 day(s) ),failed to make an effort to terminate a vehicle pursuit when the risk to said officer and the public outweighed the danger of the community.,False,False,True,False,2018
266,,2018-18947,GUILTY,VACATION DAYS (12 day(s) ),failed to notify and maintain contact with a radio dispatcher after a person known to the department initiated a vehicle pursuit to communicate nature of offense as required.,False,False,True,False,2018
267,,2016-16170,GUILTY,VACATION DAYS (15 day(s) ),"while on-duty,  did fail and neglect to conduct a canvass for witnesses, interview witnesses, and obtain any video surveillance of a departmental vehicle accident as the investigating supervisor.",False,False,True,False,2016
268,,2016-16170,GUILTY,VACATION DAYS (15 day(s) ),"while on-duty, did fail and neglect to respond to the scene of a departmental vehicle accident to ascertain details of the collision and assume the role of investigating supervisor.",False,False,True,False,2016
269,,2017-18280,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (20 day(s) )",was unfit for duty due to the over indulgence of an intoxicant,True,False,False,False,2017
270,,2016-16169,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )","while off-duty, having been involved in an off-duty incident, did thereafter fail and neglect to request the response of patrol supervisor.",False,False,True,False,2016
271,,2014-11338,PLEADED GUILTY,,wrongfully operated an unregistered vehicle.,False,False,True,False,2014
272,,2017-17898,GUILTY,VACATION DAYS (15 day(s) ),failed to remain at the scene of an off duty incident and request the response of a patrol supervisor.,False,False,True,True,2017
273,,2016-16226,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, refused to submit to a chemical breath test.",True,False,False,False,2016
274,,2016-16226,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol and struck a motorcyclist.",True,False,False,False,2016
275,,2016-16226,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant and struck a motorcyclist.",True,False,False,False,2016
276,,2010-781,GUILTY,VACATION DAYS (10 day(s) ),failed to safeguard parking permit which was duly copied by a person known to the department.,False,True,False,False,2010
277,,2016-16101,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )","while on-duty, was armed while unfit for duty due to the consumption of intoxicants.",True,False,False,False,2016
278,,2016-16101,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )","while on-duty, was unfit for duty due to the consumption of intoxicants.",True,False,False,False,2016
279,,2016-15732,GUILTY,"DISMISSAL PROBATION (0 month(s) ), PRE-TRIAL SUSPENSION DAYS (35 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, after being involved in an automobile accident, left the scene of the accident.",False,False,True,False,2016
280,,2018-19553,GUILTY,VACATION DAYS (10 day(s) ),"while off-duty, failed to remain on scene.",False,False,True,False,2018
281,,2016-15751,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",operated a motor vehicle while his ability was impaired by an intoxicant.,True,False,False,False,2016
282,,2016-15751,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )",refused to submit to a chemical breath test.,True,False,False,False,2016
283,,2016-15751,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, operated a motor vehicle while under the inflence of an intoxicant.",True,False,False,False,2016
284,,2016-15751,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (10 day(s) )","while operating a motor vehicle under the influence of an intoxicant, struck/hit two pedestrians.",True,False,False,False,2016
285,,2014-11675,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",failed to safeguard his 2014 restricted nypd parking placard.,False,True,False,False,2014
286,,2014-11675,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",refused to submit to a breath test.,True,False,False,False,2014
287,,2014-11675,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol.,True,False,False,False,2014
288,,2014-11675,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2014
289,,2014-11304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, did fail and neglect to comply with new york city traffic regulations by driving the wrong way down a one-way street and driving in circles within an intersection.",False,False,True,False,2014
290,,2014-11304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, did fail to remain at the scene of an accident.",False,False,True,False,2014
291,,2014-11304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, did refuse to submit to a breath test.",True,False,False,False,2014
292,,2014-11304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, did wrongfully operate a motor vehicle while her ability was impaired by the consumption of alcohol.",True,False,False,False,2014
293,,2014-11304,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
294,,2014-12511,GUILTY,"PRE-TRIAL SUSPENSION DAYS (11 day(s) ), VACATION DAYS (29 day(s) )",utilized his personal vehicle while on duty and while in uniform without the permission or authority of a supervisor or for police necessity.,False,False,True,False,2014
295,,2014-12511,GUILTY,"PRE-TRIAL SUSPENSION DAYS (11 day(s) ), VACATION DAYS (29 day(s) )",utilized his personal vehicle while on-duty and in uniform without permission from a supervisor.,False,False,True,False,2014
296,,2016-16065,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2016
297,,2016-16065,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a vehicle while his ability was impaired by the consumption of an intoxicant.",True,False,False,False,2016
298,,2016-16065,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully operated a vehicle while under the influence of an intoxicant.",True,False,False,False,2016
299,,2016-16065,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (25 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, wrongfully refused to submit to a chemical test t o determine his blood alcohol concentration.",True,False,False,False,2016
300,,2015-14293,GUILTY,VACATION DAYS (12 day(s) ),made a duplicate copy of his restricted parking permit.,False,True,False,False,2015
301,,2016-16806,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, failed and neglected to prepare a report of motor vehicle accident after striking a pedestrian while operating a department vehicle.",False,False,True,False,2016
302,,2016-16806,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, failed and neglected to request the patrol supervisor after striking a pedestrian while operating a department vehicle.",False,False,True,False,2016
303,,2015-14220,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",did wrongfully operate a motor vehicle while having a .17 of one per centum or more by weight of alcohol in his blood.,True,False,False,False,2015
304,,2015-14220,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.,True,False,False,False,2015
305,,2017-17220,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )","while on-duty, operated a department vehicle while his ability was impaired and/or while under the influence of alcohol",True,False,False,False,2017
306,,2017-17220,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )","while on-duty, was unfit for duty due to his ingestion of alcohol",True,False,False,False,2017
307,,2010-598,GUILTY,PRE-TRIAL SUSPENSION DAYS (20 day(s) ),wrongfully duplicated his 2009 restricted nypd parking permit and did provide said unauthorized duplicate new york city police department restricted parking permit to an individual known to the department who then displayed said permit in her vehicle.,False,True,False,False,2010
308,,2015-13026,GUILTY,VACATION DAYS (10 day(s) ),failed to report damage to department property in a timely manner,False,False,True,False,2015
309,,2018-19299,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",wrongfully drove a department vehicle or allowed a department vehicle to be used for a non department purpose or a non city purpose.,False,False,True,False,2018
310,,2018-18643,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, failed to prepare and complete a police accident report.",False,False,True,False,2018
311,,2016-15639,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (10 day(s) )","while off-duty, after having been involved in an unusual police occurrence in which he was a participant, failed to remain at the scene or to request the response of the patrol supervisor.",False,False,True,False,2016
312,,2017-17977,GUILTY,VACATION DAYS (10 day(s) ),"used department vehicle, for a non-department purpose or non-city purpose.",False,False,True,False,2017
313,,2017-18104,GUILTY,VACATION DAYS (8 day(s) ),"while on duty, wrongfully failed to terminate a vehicle pursuit when the risk of injury outweighed the need to stop said vehicle",False,False,True,False,2017
314,,2016-16558,PLEADED GUILTY,VACATION DAYS (15 day(s) ),"while off-duty on numerous occasions, used a license plate not registered to his vehicle in order to drive his personal vehicle, thus operating a vehicle without insurance.",False,False,True,False,2016
315,,2010-1962,PLEADED GUILTY,VACATION DAYS (15 day(s) ),"while on duty, utilized a marked rmp to drive to a bronx location, known to the department, to conduct personal business unauthorized by the department.",False,False,True,False,2010
316,,2018-18718,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )","while on-duty, failed to take police action by not responding to the scene of a collision to render aid or to take action against the operator of one of the vehicles.",False,False,True,False,2018
317,,2014-11679,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, did consume an intoxicant to the extent that said police officer was unfit for duty.",True,False,False,False,2014
318,,2014-11679,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2014
319,,2014-11679,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
320,,2014-11679,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, refused to submit to a breath test.",True,False,False,False,2014
321,,2010-3387,GUILTY,PRE-TRIAL SUSPENSION DAYS (20 day(s) ),"while off-duty,wrongfully and without just cause displayed a photocopy of a department restricted parking permit in his private vehicle which was double-parked unlawfully.",False,True,False,False,2010
322,,2010-3387,GUILTY,PRE-TRIAL SUSPENSION DAYS (20 day(s) ),"while off-duty,wrongfully and without just cause displayed a photocopy of a department restricted parking permit in his private vehicle which was parked unlawfully in a ""no standing anytime"" zone.",False,True,False,False,2010
323,,2010-3387,GUILTY,PRE-TRIAL SUSPENSION DAYS (20 day(s) ),wrongfully and without just cause made a color photocopy of a department restricted parking permit issued to another uniformed member of the service.,False,True,False,False,2010
324,,2020-21684,GUILTY,VACATION DAYS (45 day(s) ),failed to notify a radio dispatcher regarding the termination of a vehicle pursuit.,False,False,True,False,2020
325,,2020-21684,GUILTY,VACATION DAYS (45 day(s) ),failed to notify the radio dispatcher about a vehicle pursuit.,False,False,True,False,2020
326,,2017-17355,GUILTY,VACATION DAYS (15 day(s) ),"while off-duty, wrongfully displayed an official department parking permit on the dashboard of his personal vehicle.",False,True,False,False,2017
327,,2017-17532,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","while off-duty, said police officer after striking a pedestrian with his personal vehicle failed to remain on scene and render immediate aid.",False,False,True,False,2017
328,,2018-18979,GUILTY,VACATION DAYS (10 day(s) ),"while on duty, failed to make efforts to stop the operator of his assigned department car from engaging in an improper pursuit.",False,False,True,False,2018
329,,2018-18979,GUILTY,VACATION DAYS (10 day(s) ),"while-on duty, wrongfully failed to notify the radio dispatcher at the beginning, during, or the end of a pursuit.",False,False,True,False,2018
330,,2016-16167,GUILTY,VACATION DAYS (25 day(s) ),"while on-duty, did fail and neglect to notify the radio dispatcher of a vehicle pursuit.",False,False,True,False,2016
331,,2016-16167,GUILTY,VACATION DAYS (25 day(s) ),"while on-duty, did fail and neglect to terminate a vehicle pursuit.",False,False,True,False,2016
332,,2010-1562,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",while off duty wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol.,True,False,False,True,2010
333,,2010-1562,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",while off duty wrongfully operated a motor vehicle while under the influence of  an intoxicant.,True,False,False,True,2010
334,,2010-1562,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",while off duty wrongfully operated a motor vehicle while under the influence of alcohol.,True,False,False,True,2010
335,,2019-20002,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",left the scene of an accident.,False,False,True,False,2019
336,,2019-20011,GUILTY,VACATION DAYS (15 day(s) ),improper vehicle pursuit.,False,False,True,False,2019
337,,2010-2091,GUILTY,VACATION DAYS (15 day(s) ),"while off-duty, having been involved in a police incident, did thereafter fail to promptly report the facts to his commanding officer, as required.",False,False,True,False,2010
338,,2017-17844,GUILTY,VACATION DAYS (10 day(s) ),failed to maintain a current new york city license after moving and failed to notify the department of motor vehicles.,False,False,True,False,2017
339,,2017-17844,GUILTY,VACATION DAYS (10 day(s) ),insured tow (2) personal vehicles using an address where he did not reside.,False,False,True,False,2017
340,,2010-2242,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )","while off duty, refused to submit to a breathalyzer test.",True,False,False,True,2010
341,,2010-2242,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )","while off duty, wrongfully operated a motor vehicle while his ability was impaired.",False,False,True,True,2010
342,,2010-2242,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )","while off duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,True,2010
343,,2019-21142,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (29 day(s) ), SUSPENDED W/O PAY (16 day(s) ), VACATION DAYS (20 day(s) )",operated a motor vehicle while their ability was impaired.,False,False,True,False,2019
344,,2016-15475,GUILTY,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )","while off-duty, was involved in an off-duty incident/unusual police occurrence and failed to promptly notify the operations unit.",False,False,True,False,2016
345,,2014-11322,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )","while on-duty,  wrongfully failed to prepare or to direct the preparation of a police accident report, as required.",False,False,True,False,2014
346,,2014-11322,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (45 day(s) )","while on-duty, wrongfully failed to transmit via department radio her having responded to a report of motor vehicle accident involving a metropolitan transit authority bus and an off-duty member of the service, her activities at the accident scene, and any disposition of the department's involvement in the incident.",False,False,True,False,2014
347,,2016-15872,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (35 day(s) )","while off-duty, consumed an intoxicant to the extent that she was unfit for duty.",True,False,False,False,2016
